"MCC","MNC","TADIG_CODE","CC","OPERATOR_COUNTRY","OPERATOR_NAME","POPULATION_DATE_TIME","UPDATE_DATE_TIME"
"","","DEUE2","","GERMANY","O2 GMBH & CO. OHG","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","DEUO2","","GERMANY","O2 GMBH & CO. OHG","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GHASC","","GHANA","MTN (AREEBA (ex-SCANCOM_SPACEFON)) ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GHAGT","","GHANA","VODAFONE GHANA ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GHAMT","","GHANA","MILLICOM GHANA LTD. 'TIGO'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GHAZN","","GHANA","ZAIN COMMUNICATIONS Ltd","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GIBGT","","GIBRALTAR","GIBTELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRCCO","","GREECE","COSMOTE MOBILE TELECOMMMUNICATIONS SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRCPF","","GREECE","VODAFONE PANAFON SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRCSH","","GREECE","WIND HELLAS TELECOMMUNICATIONS S.A ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRCQT","","GREECE","Q TELECOMMUNICATIONS S.A. (WIND)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRLTG","","GREENLAND","TELE.GREENLAND A/S","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","GRENADA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GRDCW","","GRENADA","CABLE & WIRELESS (WEST INDIES) ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","GRENADINES (The)","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","FRAF4","","GUADELOUPE (FR.ANTILLES)","DIGICEL ANTILLES FRANCAISE GUYANE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GLP01","","GUADELOUPE (FR.ANTILLES)","ORANGE CARAIBE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GUF01","","GUADELOUPE (FR.ANTILLES)","OUTREMER TELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GUMHT","","GUAM","DOCOMO PACIFIC, INC ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GTMCM","","GUATEMALA","COMUNICACIONES CELULARES, S.A. ' COMCEL' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GTMSC","","GUATEMALA","SERCOM S.A. 'CLARO'","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GTMTG","","GUATEMALA","TELEFÓNICA MÓVILES GUATEMALA, S.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRGT","","GUERNSEY (BAILIWICK OF)","C&W GUERNSEY LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRJT","","GUERNSEY (BAILIWICK OF)","WAVE TELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRAJ","","GUERNSEY (BAILIWICK OF)","JERSEY AIRTEL LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GIN03","","GUINEA","INTERCEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GINAG","","GUINEA","AREEBA GUINEE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GIN07","","GUINEA","CELLCOM GUINEA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GNBSB","","GUINEA BISSAU","MTN GUINEA BISSAU","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GUYUM","","GUYANA","DIGICEL - U-MOBILE CELLULAR INC.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GUYGT","","GUYANA","GUYANA TELEPHONE AND TELEGRAPH CO. LTD.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","HAITI","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HTICL","","HAITI","COMMUNICATION CELLULAIRE D'HAITI SA (ComCEL)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HND02","","HONDURAS","TELEFONICA CELULAR SA - TIGO (CELTEL)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HNDME","","HONDURAS","CLARO ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HNDDC","","HONDURAS","CLARO/DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGHT","","HONG KONG","HUTCHISON TELEPHONE CO. LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGH3","","HONG KONG","HUTCHISON TELEPHONE CO. LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGTC","","HONG KONG","CSL LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGSM","","HONG KONG","SMARTONE MOBILE COMMUNICATIONS LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGNW","","HONG KONG","NEW WORLD PCS LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HKGPP","","HONG KONG","CHINA MOBILE HONG KONG LIMITED - CMHK - PEOPLES","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HUNH1","","HUNGARY","PANNON GSM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HUNVR","","HUNGARY","VODAFONE HUNGARY LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","HUNH2","","HUNGARY","T-MOBILE (Frmrl Westel)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISLVW","","ICELAND","IMC ISLAND EHF. D/B/A VIKING WIRELESS","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISLPS","","ICELAND","SIMINN (LANDSSIMINN)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISLTL","","ICELAND","VODAFONE (ex-Tal)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISL03","","ICELAND","VODAFONE (ex-Islandssimi)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDAT","","INDIA","BHARTI AIRTEL Ltd (New Delhi)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDSC","","INDIA","BHARTI AIRTEL Ltd (Chennai)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBL","","INDIA","BHARTI AIRTEL Ltd (Himachal Pradesh)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA5","","INDIA","BHARTI AIRTEL Ltd (Haryana)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA4","","INDIA","BHARTI AIRTEL Ltd (Tamil nadu)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA6","","INDIA","BHARTI AIRTEL Ltd (Uttar Pradesh West)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDJB","","INDIA","BHARTI AIRTEL Ltd (Karnataka)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDJH","","INDIA","BHARTI AIRTEL Ltd (Andra Pradesh)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA9","","INDIA","BHARTI AIRTEL Ltd (Punjab)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA1","","INDIA","BHARTI AIRTEL Ltd (Mumbai)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA3","","INDIA","BHARTI AIRTEL Ltd (Gujarat)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDMT","","INDIA","BHARTI AIRTEL Ltd (kolkata)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA2","","INDIA","BHARTI AIRTEL Ltd (Maharashtra)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA8","","INDIA","BHARTI AIRTEL Ltd (Madhya Pradesh)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDA7","","INDIA","BHARTI AIRTEL Ltd (Kerala)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDH1","","INDIA","BHARTI AIRTEL Ltd (Rajasthan)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT0","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT1","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT2","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT3","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT4","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT5","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT6","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT7","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT8","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDT9","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTB","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTD","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTG","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTH","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTK","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTM","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTO","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTP","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDTR","","INDIA","Tata DOCOMO","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDB1","","INDIA","LOOP MOBILE LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND07","","INDIA","IDEA CELLULAR (Andhra Pradesh)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDAM","","INDIA","IDEA CELLULAR (Assam)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBI","","INDIA","IDEA CELLULAR (Gujarat)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBO","","INDIA","IDEA CELLULAR (Maharashtra/Goa)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDEH","","INDIA","IDEA CELLULAR (Haryana)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDEK","","INDIA","IDEA CELLULAR (Kerala)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDEU","","INDIA","IDEA CELLULAR (UP West)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDID","","INDIA","IDEA CELLULAR (Delhi)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIE","","INDIA","IDEA CELLULAR (North East)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIH","","INDIA","IDEA CELLULAR (Himachal Pradesh)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIJ","","INDIA","IDEA CELLULAR (Jammu & Kashmir)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIK","","INDIA","IDEA CELLULAR (Kolkata)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIM","","INDIA","IDEA CELLULAR (Mumbai)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIO","","INDIA","IDEA CELLULAR (Orissa)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIR","","INDIA","IDEA CELLULAR (Rajasthan)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIT","","INDIA","IDEA CELLULAR (Tamil Nadu)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIU","","INDIA","IDEA CELLULAR (UP East)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIW","","INDIA","IDEA CELLULAR (West Bengal)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDMP","","INDIA","IDEA CELLULAR (MADHYA PRADESH)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDSK","","INDIA","IDEA CELLULAR (Karnataka)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDSP","","INDIA","IDEA CELLULAR (Punjab)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDIB","","INDIA","IDEA CELLULAR (Bihar & Jharkhand)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDRC","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDAC","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND01 ","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND02","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND03","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND04","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND05","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND06","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND08","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND09","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND17","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND18","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND19","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND20","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND21","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND22","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND23","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND24","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND25","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND26","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND27","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND28","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IND29","","INDIA","AIRCELL CELLULAR Ltd ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDHM","","INDIA","VODAFONE ESSAR LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBK","","INDIA","VODAFONE ESSAR CELLULAR LTD. (Kerala)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBT","","INDIA","VODAFONE ESSAR CELLULAR LTD. (Tamilnadu)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDBM","","INDIA","VODAFONE ESSAR CELLULAR LTD. (Maharashtra & Goa)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDE1","","INDIA","VODAFONE ESSAR MOBILE SERVICES LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDF1","","INDIA","VODAFONE ESSAR GUJARAT LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDCC","","INDIA","VODAFONE ESSAR EAST LTD ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDWB","","INDIA","BHARAT SANCHAR NIGAM  LTD (BSNL)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","INDRM","","INDIA","RELIANCE TELECOM LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDNEX","","INDONESIA","PT. XL AXIAT Tbk","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDNIM","","INDONESIA","PT INDOSAT TBK (ex- INDOSAT M3)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDNSL","","INDONESIA","PT INDOSAT TBK (ex-SATELINDO)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDNTS","","INDONESIA","TELKOMSEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDNLT","","INDONESIA","PT. NATRINDO TELEPON SELULER (AXIS)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IDN89","","INDONESIA","PT  HUTCHISON CP TELECOMMUNICATIONS ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","NORAM","","IN FLIGHT COVERAGE","AEROMOBILE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CHEOA","","IN FLIGHT COVERAGE","ONAIR SWITSERLAND SARL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRNKI","","IRAN","TKC-KFZO (TELECOMMUNICATION KISH CO.)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRN11","","IRAN","MCI","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRNRI","","IRAN","RAFSANJAN INDUSTRIAL COMPLEX 'TALIYA' ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRNMI","","IRAN","MTN IRANCELL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRQOR","","IRAQ","ZAIN (IRAQNA (ORASCOM TELECOM IRAQ CORP.))","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRQAC","","IRAQ","ASIA CELL ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRQKK","","IRAQ","KOREK TELECOM","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRQAT","","IRAQ","ZAIN (ex-ATHEER)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRLDF","","IRELAND","O2 COMMUNICATIONS LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRLH3","","IRELAND","HUTCHISON 3G IRELAND LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRLEC","","IRELAND","VODAFONE","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRLME","","IRELAND","METEOR MOBILE COMMUNICATIONS","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","IRLLT","","IRELAND","LIFFEY TELECOM (TESCO-O2)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISRCL","","ISRAEL","CELLCOM ISRAEL LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISR01","","ISRAEL","PARTNER COMMUNICATIONS COMPANY LTD (ORANGE)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISRPL","","ISRAEL","PELEPHONE COMMUNICATIONS LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISRAC","","ISRAEL","ALON CELLULAR ISRAEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ISRGT","","ISRAEL","GOLAN TELECOM LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ITAOM","","ITALY","VODAFONE OMNITEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ITASI","","ITALY","TELECOM ITALIA SPA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ITAWI","","ITALY","WIND TELECOMUNICAZIONI SPA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","ITAH3","","ITALY","H3G S.p.A.","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CIVTL","","IVORY COAST","MTN COTE D'IVOIRE SA (ex-LOTENY TELECOM SA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CIV02","","IVORY COAST","ATLANTIQUE TELECOM COTE D'IVORE S.A - ""MOOV CI""","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CIV03","","IVORY COAST","ORANGE COTE D'IVOIRE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CIVOR","","IVORY COAST","ORICEL COTE D'IVOIRE SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","CIVCM","","IVORY COAST","COMIUM- CI. SA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMDC","","JAMAICA","DIGICEL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMCL","","JAMAICA","OCEANIC DIGITAL JAMAICA - CLARO JAMAICA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JAMCW","","JAMAICA","CABLE & WIRELESS (WEST INDIES)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JPNJP","","JAPAN","SOFTBANK MOBILE (ex-VODAFONE KK (ex-J-PHONE))","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JPNDO","","JAPAN","NTT DOCOMO INC","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JPNEM","","JAPAN","EMOBILE LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JPNKD","","JAPAN","KDDI CORPORATION","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRGT","","JERSEY CHANNEL ISLANDS","C&W GUERNSEY LTD (ex-GUERNSEY TELECOMS)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRAJ","","JERSEY CHANNEL ISLANDS","JERSEY AIRTEL LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","GBRJT","","JERSEY CHANNEL ISLANDS","JERSEY TELECOMS LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JORFL","","JORDAN","ZAIN (FASTLINK )","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JORUM","","JORDAN","UMNIAH MOBILE COMPANY","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","JORMC","","JORDAN","ORANGE (PETRA JORDANIAN MOBILE TEL.CO.)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KAZKZ","","KAZAKHSTAN","K'CELL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KAZKT","","KAZAKHSTAN","KAR-TELL","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KENSA","","KENYA","SAFARICOM LTD","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KENKC","","KENYA","AIRTEL NETWORKS KENYA LIMITED ","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KENTK","","KENYA","TELKOM KENYA","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KENEC","","KENYA","ESSAR TELECOM KENYA LIMITED","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KORKT","","KOREA (SOUTH)","KTF (KT FREETEL CO LTD)","14/02/2023 13:10:00","14/02/2023 13:10:00"
"","","KORKF","","KOREA (SOUTH)","KTF (KT FREETEL CO LTD) (WCDMA)","14/02/2023 13:10:00","14/02/2023 13:10:00"
